#,Date-Time (CEST),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
1,05/02/2025 00:00:00,11.86,77.94,8.15,,
2,05/02/2025 00:10:00,11.55,78.62,7.97,,
3,05/02/2025 00:20:00,11.27,79.21,7.81,,
4,05/02/2025 00:30:00,11.08,80.76,7.91,,
5,05/02/2025 00:40:00,10.90,81.57,7.89,,
6,05/02/2025 00:50:00,10.92,81.84,7.95,,
7,05/02/2025 01:00:00,10.94,81.56,7.92,,
8,05/02/2025 01:10:00,10.96,81.43,7.92,,
9,05/02/2025 01:20:00,10.93,82.12,8.01,,
10,05/02/2025 01:30:00,10.98,81.99,8.04,,
11,05/02/2025 01:40:00,11.02,82.20,8.12,,
12,05/02/2025 01:50:00,11.02,81.94,8.07,,
13,05/02/2025 02:00:00,10.99,81.67,7.99,,
14,05/02/2025 02:10:00,10.87,81.98,7.93,,
15,05/02/2025 02:20:00,10.82,82.77,8.02,,
16,05/02/2025 02:30:00,10.89,81.84,7.92,,
17,05/02/2025 02:40:00,10.84,82.10,7.92,,
18,05/02/2025 02:50:00,10.75,82.37,7.88,,
19,05/02/2025 03:00:00,10.64,82.44,7.78,,
20,05/02/2025 03:10:00,10.52,82.97,7.76,,
21,05/02/2025 03:20:00,10.51,83.10,7.77,,
22,05/02/2025 03:30:00,10.54,81.70,7.55,,
23,05/02/2025 03:40:00,10.55,81.65,7.55,,
24,05/02/2025 03:50:00,10.45,82.27,7.57,,
25,05/02/2025 04:00:00,10.58,81.95,7.64,,
26,05/02/2025 04:10:00,10.80,80.07,7.51,,
27,05/02/2025 04:20:00,10.96,78.82,7.44,,
28,05/02/2025 04:30:00,10.93,78.20,7.29,,
29,05/02/2025 04:40:00,10.71,79.09,7.25,,
30,05/02/2025 04:50:00,10.69,78.48,7.11,,
31,05/02/2025 05:00:00,10.75,77.59,7.01,,
32,05/02/2025 05:10:00,10.82,78.39,7.22,,
33,05/02/2025 05:20:00,10.73,78.97,7.25,,
34,05/02/2025 05:30:00,10.70,78.50,7.13,,
35,05/02/2025 05:40:00,10.75,78.59,7.20,,
36,05/02/2025 05:50:00,10.74,78.57,7.18,,
37,05/02/2025 06:00:00,10.82,77.59,7.07,,
38,05/02/2025 06:10:00,10.75,77.70,7.03,,
39,05/02/2025 06:20:00,10.73,78.51,7.16,,
40,05/02/2025 06:30:00,10.70,79.44,7.30,,
41,05/02/2025 06:40:00,10.67,80.45,7.45,,
42,05/02/2025 06:50:00,10.68,80.71,7.51,,
43,05/02/2025 07:00:00,10.74,80.67,7.57,,
44,05/02/2025 07:10:00,10.99,81.34,7.93,,
45,05/02/2025 07:20:00,11.34,82.44,8.47,,
46,05/02/2025 07:30:00,11.64,82.20,8.72,,
47,05/02/2025 07:40:00,11.96,82.73,9.12,,
48,05/02/2025 07:50:00,12.34,81.20,9.22,,
49,05/02/2025 08:00:00,12.62,80.42,9.35,,
50,05/02/2025 08:10:00,12.80,80.99,9.64,,
51,05/02/2025 08:20:00,13.10,80.05,9.75,,
52,05/02/2025 08:30:00,13.81,77.81,10.02,,
53,05/02/2025 08:40:00,15.15,74.88,10.74,,
54,05/02/2025 08:50:00,16.85,66.31,10.54,,
55,05/02/2025 09:00:00,17.67,58.52,9.46,,
56,05/02/2025 09:10:00,18.03,63.89,11.11,,
57,05/02/2025 09:20:00,18.39,55.58,9.36,,
58,05/02/2025 09:30:00,19.10,55.11,9.90,,
59,05/02/2025 09:40:00,19.56,52.27,9.53,,
